track_id,genres
829,"12, 45, 58, 66"
830,"12, 45, 58, 66"
831,37
832,37
833,37
834,37
835,37
836,12
837,12
838,12
839,12
840,12
841,12
842,12
843,12
844,12
845,12
846,12
847,10
850,12
851,12
852,12
853,2
854,32
855,12
856,12
857,12
858,12
859,12
860,12
861,12
862,12
863,12
864,47
866,47
868,47
869,47
870,47
871,3
872,1
873,1
874,15
875,15
876,15
877,15
878,15
879,15
880,15
881,15
882,15
883,15
885,15
886,15
887,15
888,15
889,15
890,49
891,49
892,49
893,49
894,49
895,49
896,"25, 111"
897,32
898,32
899,32
900,"250, 1235"
901,"250, 1235"
902,"250, 1235"
903,"250, 1235"
904,138
905,138
906,138
907,138
908,138
909,138
910,138
911,138
912,138
913,138
914,138
915,138
916,138
917,138
918,138
919,138
920,138
921,138
922,138
923,138
924,138
925,138
926,138
927,138
928,138
929,138
930,138
931,138
932,138
933,138
934,138
935,138
936,138
937,138
938,138
939,138
940,138
941,138
942,138
943,138
944,138
945,138
946,138
947,138
948,138
949,138
950,138
951,138
952,138
953,138
954,138
955,138
956,138
957,138
958,138
959,138
960,138
961,138
962,138
963,138
964,138
965,138
966,138
967,138
968,138
969,138
970,138
971,138
972,138
973,138
974,138
975,138
976,138
977,138
978,30
979,30
980,30
981,30
982,30
983,30
984,30
985,30
986,30
987,30
988,30
989,30
990,30
991,12
992,12
993,12
995,32
996,32
997,32
998,32
999,32
1000,32
1001,32
1002,32
1003,32
1004,32
1006,38
1007,12
1009,12
1013,12
1014,31
1015,31
1016,31
1017,31
1018,31
1019,32
1020,4
1021,4
1022,4
1023,4
1024,53
1025,53
1026,53
1027,12
1028,12
1029,12
1030,53
1031,53
1032,53
1033,53
1034,138
1035,1
1036,1
1037,1
1038,1
1039,53
1040,53
1041,58
1042,3
1043,3
1044,3
1045,3
1046,3
1047,3
1048,3
1049,12
1050,12
1051,10
1052,12
1058,4
1059,4
1060,4
1061,4
1062,4
1063,4
1064,4
1066,22
1067,22
1068,22
1069,22
1070,22
1071,22
1072,22
1073,22
1074,22
1075,22
1076,"15, 22"
1077,12
1078,12
1079,12
1080,12
1081,12
1082,2
1083,1
1084,15
1085,15
1086,15
1087,12
1088,15
1089,15
1090,15
1091,15
1092,30
1093,30
1094,30
1095,30
1096,30
1097,30
1098,30
1099,30
1100,30
1101,30
1102,12
1105,12
1106,12
1107,12
1108,12
1110,47
1111,47
1113,47
1116,12
1117,12
1118,12
1119,12
1120,15
1121,15
1122,15
1123,12
1124,12
1125,12
1126,12
1127,12
1128,12
1129,12
1130,12
1131,12
1133,12
1135,12
1136,12
1138,12
1140,12
1141,12
1142,12
1143,12
1144,12
1145,12
1146,12
1147,12
1148,12
1149,12
1150,12
1151,37
1152,37
1153,37
1154,37
1155,37
1156,12
1157,12
1158,12
1159,12
1160,12
1161,12
1162,12
1163,12
1164,12
1165,12
1166,12
1167,12
1168,12
1169,12
1170,12
1171,12
1172,12
1173,12
1174,12
1175,12
1176,12
1177,12
1178,12
1179,12
1180,12
1181,12
1182,12
1183,12
1184,12
1185,12
1186,12
1187,12
1188,12
1189,12
1190,12
1191,12
1192,12
1193,17
1194,17
1195,17
1196,17
1197,17
1198,17
1199,17
1201,12
1202,12
1203,12
1204,12
1205,30
1206,30
1207,30
1208,30
1209,30
1210,30
1211,30
1212,30
1214,15
1215,"38, 184, 456"
1218,15
1219,"38, 184, 456"
1220,"15, 38"
1221,15
1222,"15, 38"
1223,"38, 184, 456"
1224,15
1225,"38, 184, 456"
1226,"15, 38"
1227,"15, 38"
1228,"38, 184, 456"
1229,"15, 38"
1230,"38, 184, 456"
1231,"38, 184, 456"
1232,"38, 184, 456"
1233,"38, 184, 456"
1234,"38, 184, 456"
1235,"38, 184, 456"
1236,"38, 184, 456"
1237,"38, 184, 456"
1238,"15, 38"
1240,12
1241,32
1242,32
1243,32
1244,32
1245,32
1246,32
1247,32
1248,32
1249,32
1250,32
1251,32
1252,32
1253,32
1254,32
1255,32
1256,32
1257,32
1258,32
1259,32
1260,32
1261,32
1262,32
1263,32
1264,32
1265,32
1266,32
1267,32
1268,32
1269,32
1270,25
1271,25
1272,25
1273,25
1274,25
1275,25
1276,22
1277,22
1278,22
1279,12
1280,12
1281,12
1282,12
1283,12
1284,12
1285,12
1286,12
1287,12
1288,12
1289,12
1290,12
1291,12
1292,12
1293,12
1294,12
1295,12
1296,12
1297,12
1298,12
1299,12
1300,12
1301,12
1302,15
1303,103
1304,15
1305,15
1306,15
1307,15
1308,103
1309,15
1310,15
1311,103
1312,15
1313,103
1314,15
1315,15
1316,15
1317,103
1318,15
1319,15
1320,15
1321,15
1322,103
1323,15
1324,15
1325,15
1326,103
1327,15
1328,15
1329,103
1330,15
1331,15
1332,15
1333,15
1334,15
1335,15
1336,15
1337,15
1338,15
1339,15
1340,15
1341,103
1342,103
1343,30
1344,30
1345,30
1346,30
1347,32
1348,32
1349,"38, 74"
1352,"38, 74"
1353,"38, 74"
1354,12
1355,1
1356,12
1357,12
1358,12
1359,12
1360,12
1361,12
1362,12
1363,12
1364,12
1365,12
1366,12
1367,12
1368,12
1369,12
1370,12
1371,12
1372,12
1373,12
1374,12
1375,12
1376,12
1377,12
1378,12
1380,12
1381,64
1382,64
1383,64
1384,"2, 8"
1412,12
1413,12
1414,12
1415,12
1416,12
1417,12
1418,12
1419,12
1420,12
1421,12
1422,12
1423,12
1424,12
1425,12
1426,12
1427,12
1428,15
1429,"15, 32"
1430,15
1431,15
1432,15
1433,15
1434,15
1435,15
1436,15
1437,15
1438,15
1439,15
1441,15
1442,15
1443,47
1444,47
1450,12
1451,12
1474,66
1475,66
1476,15
1477,15
1478,15
1479,15
1480,15
1481,15
1482,15
1483,15
1484,15
1485,15
1486,15
1487,15
1488,15
1489,15
1490,"25, 27"
1491,"25, 27"
1492,"25, 27"
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,38
1506,38
1507,38
1508,38
1509,38
1510,38
1511,38
1512,38
1513,38
1514,38
1515,58
1516,58
1517,32
1518,58
1519,58
1520,58
1521,58
1522,58
1523,58
1524,58
1525,58
1526,12
1527,12
1528,12
1529,12
1530,12
1531,12
1532,12
1533,12
1534,12
1535,12
1536,12
1537,1
1538,1
1539,1
1540,33
1541,33
1542,33
1543,33
1544,33
1545,33
1546,33
1547,42
1548,42
1549,42
1550,42
1551,42
1552,42
1553,42
1554,42
1555,42
1556,42
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,32
1566,32
1567,32
1568,32
1569,32
1570,32
1572,32
1573,32
1574,"10, 12, 25"
1575,"10, 12, 25"
1576,30
1577,30
1578,30
1579,30
1580,30
1581,30
1582,30
1583,30
1584,30
1585,30
1586,30
1587,30
1588,30
1589,30
1590,12
1591,12
1592,12
1593,12
1594,12
1595,12
1596,12
1597,12
1598,12
1599,12
1600,12
1601,12
1602,12
1603,12
1604,12
1605,12
1606,12
1607,12
1608,12
1609,12
1610,12
1611,12
1612,12
1613,12
1614,12
1615,12
1616,12
1617,12
1618,12
1619,12
1620,30
1621,30
1622,30
1623,30
1624,30
1625,30
1626,30
1627,30
1628,30
1629,30
1630,30
1631,30
1632,30
1633,32
1634,15
1635,15
1636,15
1637,15
1638,15
1639,15
1640,15
1641,25
1642,10
1643,10
1644,10
1645,10
1648,10
1649,10
1652,10
1657,10
1658,10
1659,10
1660,10
1661,10
1662,10
1663,10
1664,10
1665,10
1666,10
1667,30
1668,30
1669,30
1670,30
1671,30
1672,30
1673,30
1674,30
1675,15
1676,15
1677,15
1678,15
1679,15
1680,2
1681,2
1682,2
1683,2
1684,2
1685,2
1686,2
1687,2
1688,2
1689,2
1690,12
1691,10
1692,10
1693,10
1694,12
1695,12
1696,12
1697,12
1698,17
1699,17
1700,17
1701,17
1702,17
1703,17
1704,17
1705,17
1706,12
1707,12
1708,12
1709,12
1710,12
1711,12
1712,12
1713,12
1714,12
1715,12
1716,12
1717,12
1718,12
1719,12
1720,58
1721,15
1722,15
1723,15
1725,70
1726,70
1727,12
1728,12
1730,71
1731,38
1732,38
1733,38
1734,38
1735,38
1736,38
1737,38
1738,38
1739,38
1740,12
1741,12
1742,12
1743,12
1744,12
1745,12
1746,12
1747,12
1748,12
1749,12
1750,12
1751,12
1752,12
1753,12
1754,12
1755,12
1756,12
1757,12
1759,17
1761,17
1763,17
1765,17
1767,17
1768,17
1770,12
1771,12
1772,12
1773,12
1780,25
1781,25
1782,25
1783,12
1784,12
1785,12
1786,12
1787,12
1788,12
1789,12
1790,12
1791,12
1792,12
1793,12
1794,12
1795,12
1796,12
1797,12
1798,12
1799,12
1800,12
1801,12
1802,12
1803,12
1804,12
1805,12
1806,12
1807,12
1808,12
1809,12
1810,12
1811,12
1812,12
1813,12
1814,12
1815,12
1816,12
1817,12
1818,12
1819,12
1820,12
1821,12
1822,12
1823,12
1824,12
1825,12
1826,12
1827,12
1828,12
1829,12
1830,12
1831,12
1832,12
1833,12
1834,12
1835,12
1836,12
1837,12
1840,76
1841,76
1842,76
1843,76
1844,76
1860,12
1861,12
1863,15
1864,15
1865,"5, 15"
1866,15
1867,"5, 15"
1868,15
1869,"5, 15"
1870,15
1871,"5, 15"
1872,15
1873,"5, 15"
1874,15
1875,15
1876,15
1877,15
1878,15
1879,15
1880,15
1881,15
1882,12
1883,12
1884,12
1885,12
1886,12
1887,12
1888,12
1889,12
1890,12
1891,12
1892,"17, 33, 58"
1893,17
1894,17
1895,17
1896,17
1898,12
1899,12
1900,12
1901,12
1902,12
1909,17
1910,32
1911,32
1912,32
1913,17
1914,17
1915,17
1916,17
1917,17
1918,17
1919,17
1920,17
1921,17
1922,17
1923,17
1924,17
1925,17
1926,17
1927,17
1928,17
1929,1
1930,98
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,12
1941,12
1942,12
1943,12
1944,12
1945,58
1946,58
1947,12
1948,12
1949,12
1950,12
1951,12
1952,12
1953,12
1954,12
1955,12
1956,12
1957,12
1958,12
1959,12
1960,12
1961,12
1962,12
1963,37
1964,37
1965,37
1966,37
1967,37
1968,30
1969,30
1970,30
1971,30
1972,30
1973,30
1974,30
1975,15
1976,15
1977,15
1978,15
1979,1
1980,1
1981,1
1982,1
1983,53
1984,53
1985,53
1986,53
1987,53
1988,53
1989,53
1990,53
1991,53
1992,53
1993,53
1994,53
1995,53
1996,74
1997,30
1998,30
1999,30
2000,30
2001,30
2002,30
2003,30
2004,30
2005,30
2006,30
2007,30
2008,30
2009,12
2010,"4, 118"
2011,32
2012,32
2014,66
2016,66
2017,66
2018,1
2019,1
2020,1
2021,1
2069,25
2070,25
2071,15
2072,15
2073,15
2074,15
2075,15
2076,15
2077,15
2078,15
2079,15
2080,15
2081,15
2082,15
2096,38
2097,17
2098,1
2099,76
2100,22
2101,22
2102,22
2103,22
2104,22
2105,22
2106,22
2107,22
2108,22
2109,22
2110,22
2111,22
2112,22
2113,22
2114,22
2115,22
2116,22
2117,22
2119,1
2120,15
2125,25
2126,12
2127,12
2128,12
2129,12
2624,"15, 38, 42, 47"
3154,1
3225,15
3256,"15, 66"
3257,"15, 66"
3258,"15, 66"
3259,"15, 66"
3260,"15, 66"
3261,"15, 66"
3262,"15, 66"
3263,17
3264,17
3265,17
3266,17
3267,17
3268,15
3269,85
3270,17
3271,17
3272,17
3273,17
3274,17
3277,"10, 27"
3278,"10, 27"
3279,"10, 27"
3280,"10, 27"
3284,"38, 49, 66, 137"
3285,"38, 49, 66, 137"
3286,"38, 49, 66, 137"
3287,"38, 49, 66, 137"
3288,"38, 49, 66, 137"
3289,"38, 49, 66, 137"
3290,"38, 74"
3291,166
3314,10
3315,17
3316,21
3317,21
3318,21
3319,21
3320,21
3321,21
3322,21
3323,21
3324,21
3345,15
3346,15
3347,15
3348,15
3349,15
3350,15
3351,85
3352,85
3353,85
3354,85
3355,85
3356,85
3357,10
3358,10
3359,10
3360,10
3361,10
3362,10
3363,17
3364,17
3365,17
3367,15
3368,22
3369,15
3370,22
3371,22
3372,15
3373,22
3375,22
3377,22
3379,22
3380,22
3382,22
3384,15
3385,22
3386,15
3394,"15, 19, 171"
3396,"15, 19, 171"
3397,"15, 19, 171"
3398,"15, 19, 171"
3399,"15, 19, 171"
3401,66
3402,66
3403,66
3404,66
3405,66
3406,66
3407,66
3408,66
3409,66
3424,3
3425,3
3426,3
3427,3
3428,3
3429,3
3430,3
3431,3
3432,3
3433,3
3435,3
3440,3
3443,3
3444,3
3445,3
3446,188
3447,188
3448,188
3449,188
3450,188
3451,"12, 38"
3452,15
3453,15
3454,15
3455,15
3456,15
3457,15
3458,15
3459,63
3460,63
3461,63
3462,63
3463,63
3464,63
3465,63
3466,63
3467,"12, 111"
3468,"12, 111"
3469,"12, 111"
3470,"12, 111"
3471,"12, 111"
3472,"12, 111"
3473,"12, 111"
3474,"12, 111"
3475,"12, 111"
3476,"12, 111"
3477,"12, 111"
3478,"12, 111"
3479,"12, 111"
3481,17
3482,17
3483,17
3484,17
3485,17
3486,17
3487,17
3488,12
3489,12
3490,12
3491,12
3492,12
3493,12
3494,12
3495,12
3496,12
3497,12
3498,12
3499,12
3501,"12, 25"
3502,"12, 25"
3503,"12, 25"
3504,"12, 25"
3505,"12, 25"
3514,12
3515,12
3516,12
3517,12
3518,12
3519,12
3520,12
3521,12
3522,12
3532,76
3533,76
3534,76
3535,76
3536,76
3537,76
3538,76
3539,76
3540,76
3541,"12, 85"
3542,"12, 85"
3543,"12, 85"
3544,"12, 85"
3545,"12, 85"
3546,"12, 85"
3547,"12, 85"
3548,"12, 85"
3551,12
3552,12
3553,12
3554,12
3556,15
3557,15
3558,15
3559,15
3560,15
3561,15
3562,15
3563,15
3564,15
3565,15
3566,15
3567,15
3568,15
3569,15
3570,15
3571,15
3572,15
3573,15
3574,15
3575,15
3579,85
3580,85
3581,85
3582,85
3583,85
3584,85
3585,85
3586,2
3587,2
3588,2
3589,2
3590,2
3591,166
3592,89
3593,89
3594,89
3595,12
3596,12
3597,12
3598,17
3599,"2, 15"
3600,"2, 15"
3602,66
3603,66
3604,66
3605,66
3606,66
3607,66
3608,66
3609,66
3610,42
3612,"12, 89"
3613,"12, 89"
3614,"12, 89"
3616,"12, 89"
3617,"12, 89"
3618,"12, 89"
3619,"12, 89"
3620,"12, 89"
3621,"12, 89"
3622,"12, 89"
3624,"12, 89"
3625,"12, 89"
3626,25
3627,17
3628,17
3629,17
3630,17
3631,17
3633,"12, 45"
3634,"12, 45"
3635,"12, 45"
3636,"12, 45"
3637,"12, 45"
3638,12
3645,12
3646,12
3647,12
3648,12
3649,12
3650,12
3651,12
3652,12
3653,12
3654,12
3655,12
3656,12
3657,12
3658,12
3659,12
3660,12
3661,12
3662,12
3663,12
3664,85
3665,85
3666,85
3667,85
3668,85
3669,85
3670,85
3671,85
3672,85
3679,12
3680,12
3681,12
3682,12
3683,12
3684,12
3685,12
3686,12
3687,12
3688,12
3689,12
3690,12
3691,12
3692,12
3693,12
3694,12
3695,12
3696,12
3697,12
3698,12
3699,12
3700,12
3701,12
3702,12
3703,12
3704,12
3705,12
3707,17
3708,17
3709,3
3710,3
3711,3
3712,"1, 15, 41"
3713,"1, 15, 41"
3714,"9, 137"
3715,"9, 137"
3716,"9, 137"
3717,"9, 137"
3718,"9, 137"
3719,"9, 137"
3720,"53, 58"
3721,"53, 58"
3722,"53, 58"
3723,"53, 58"
3724,"53, 58"
3725,"53, 58"
3726,"53, 58"
3727,31
3728,15
3729,15
3732,"1, 31"
3733,"1, 31"
3734,"1, 31"
3735,"10, 12, 66"
3736,"10, 12, 66"
3737,"10, 12, 66"
3738,"10, 12, 66"
3739,"10, 12, 66"
3741,"10, 12, 66"
3742,"10, 12, 66"
3743,"10, 12, 66"
3744,"10, 12, 66"
3745,"10, 12, 66"
3746,"10, 12, 66"
3747,1
3748,1
3749,12
3750,12
3751,12
3752,12
3753,12
3754,12
3755,12
3756,12
3758,12
3759,12
3760,12
3761,"12, 26"
3762,"12, 26"
3763,"12, 26"
3764,"12, 26"
3765,"12, 26"
3766,"12, 26"
3767,"12, 26"
3768,"10, 12, 17"
3769,"10, 12, 17"
3770,"10, 12, 17"
3771,"10, 12, 17"
3772,"10, 12, 17"
3773,"10, 12, 17"
3774,"46, 117"
3775,"46, 117"
3776,"46, 117"
3777,"46, 117"
3778,"46, 117"
3779,"46, 117"
3780,17
3781,17
3782,17
3783,17
3784,17
3785,17
3786,17
3787,17
3788,17
3789,17
3790,17
3791,"12, 31"
3792,"12, 31"
3793,"12, 31"
3794,"12, 31"
3795,"12, 31"
3796,"12, 31"
3797,"12, 31"
3799,"12, 15"
3800,"12, 15"
3801,"12, 15"
3802,"12, 15"
3803,"12, 15"
3804,"12, 15"
3805,"12, 15"
3806,"12, 15"
3807,"12, 15"
3808,"12, 15"
3809,"12, 15"
3810,12
3811,12
3812,12
3813,12
3814,12
3815,12
3816,12
3817,12
3818,12
3819,12
3820,12
3821,12
3822,12
3823,12
3825,"1, 138"
3826,"1, 138"
3827,"1, 138"
3828,"1, 138"
3829,"1, 138"
3830,"1, 138"
3831,"1, 138"
3832,17
3833,12
3834,12
3835,12
3836,12
3837,12
3838,12
3839,12
3840,12
3841,"3, 74"
3842,3
3843,"3, 74"
3844,"3, 74"
3845,"3, 74"
3846,"3, 74"
3847,17
3848,17
3849,17
3850,17
3851,17
3852,17
3853,17
3854,"25, 58"
3855,"25, 58"
3856,"25, 58"
3857,"25, 58"
3859,"25, 58"
3860,"25, 58"
3861,"25, 58"
3862,"25, 58"
3863,"25, 58"
3864,"25, 58"
3865,"25, 58"
3866,"12, 25, 58, 71"
3867,"12, 25, 58, 71"
3868,"12, 89"
3869,"12, 89"
3870,"12, 89"
3871,"12, 89"
3872,"12, 89"
3873,"12, 89"
3874,"12, 89"
3875,"12, 89"
3876,12
3880,17
3881,17
3882,17
3883,17
3884,17
3885,17
3886,"10, 17"
3887,"17, 25"
3888,"17, 25"
3889,"17, 25"
3890,"17, 25"
3891,"17, 25"
3892,"17, 25"
3893,"17, 25"
3894,"17, 25"
3895,118
3896,118
3897,118
3898,118
3899,118
3902,17
3903,17
3904,17
3905,17
3906,17
3908,17
3909,17
3910,17
3911,17
3912,17
3913,17
3914,17
3915,17
3916,17
3917,17
3918,17
3919,17
3920,17
3921,17
3922,15
3923,"12, 66"
3924,"12, 66"
3925,"12, 66"
3926,"12, 66"
3927,"12, 66"
3928,"12, 66"
3929,"12, 66"
3930,"12, 66"
3931,"12, 66"
3932,"12, 66"
3933,"12, 66"
3934,"12, 66"
3935,"12, 66"
3936,"12, 66"
3937,"12, 66"
3938,"12, 66"
3939,"12, 66"
3940,"12, 66"
3941,85
3942,85
3943,85
3944,85
3945,85
3946,85
3947,85
3948,85
3950,"12, 85"
3951,"12, 85"
3952,"12, 85"
3953,"12, 85"
3954,"12, 85"
3955,"12, 85"
3956,"12, 85"
3957,"12, 85"
3958,"12, 85"
3959,"12, 85"
3960,"12, 85"
3961,111
3962,111
3963,111
3964,111
3965,111
3966,111
3967,111
3968,111
3969,111
3970,111
3971,111
3972,111
3973,85
3974,85
3975,85
3976,85
3977,85
3978,85
3979,85
3980,85
3981,85
3982,85
3983,85
3984,85
3985,85
3986,85
3987,85
3988,85
3989,85
3990,85
4000,12
4001,12
4002,12
4003,12
4004,12
4005,12
4006,32
4007,32
4008,32
4009,32
4010,1
4011,1
4012,1
4013,17
4014,17
4015,17
4016,17
4017,17
4018,4
4019,109
4020,109
4021,109
4022,109
4023,109
4024,109
4025,109
4026,109
4027,109
4028,109
4029,109
4030,109
4031,109
4032,109
4033,109
4034,109
4035,109
4036,109
4037,103
4038,89
4039,89
4040,89
4041,89
4042,89
4043,89
4044,89
4045,89
4054,1
4055,1
4056,1
4065,97
4066,33
4067,33
4068,33
4069,33
4070,46
4071,46
4072,46
4073,46
4074,46
4075,46
4076,46
4077,46
4078,46
4079,46
4080,46
4081,46
4082,12
4083,58
4084,58
4085,58
4086,58
4087,58
4088,58
4089,58
4090,58
4091,"117, 118, 130"
4092,"117, 118, 130"
4093,"117, 118, 130"
4094,"117, 118, 130"
4095,"117, 118, 130"
4096,"117, 118, 130"
4097,"117, 118, 130"
4098,"117, 118, 130"
4099,"117, 118, 130"
4100,"117, 118, 130"
4101,"117, 118, 130"
4102,"117, 118, 130"
4103,"117, 118, 130"
4104,12
4105,12
4106,12
4107,12
4108,12
4109,12
4110,12
4111,12
4112,12
4113,12
4114,12
4116,12
4117,12
4118,12
4119,12
4120,"12, 15, 38"
4121,"12, 15, 38"
4122,"12, 15, 38"
4123,"12, 15, 38"
4124,"12, 15, 38"
4125,"25, 109"
4126,"25, 109"
4127,"25, 109"
4128,"25, 109"
4129,"25, 109"
4130,"25, 109"
4131,"25, 109"
4132,"25, 109"
4133,"25, 109"
4134,"25, 109"
4135,"25, 109"
4151,4
4154,4
4155,12
4156,12
4157,12
4158,12
4159,12
4160,12
4161,12
4162,12
4164,1
4165,"12, 113"
4166,"12, 113"
4167,"12, 113"
4168,"12, 113"
4169,"12, 113"
4170,"25, 27"
4171,"25, 27"
4172,"25, 27"
4173,"25, 27"
4174,"25, 27"
4175,"25, 27"
4176,"25, 27"
4177,"25, 27"
4178,"25, 27"
4179,"25, 27"
4180,"25, 27"
4181,"25, 27"
4182,"25, 27"
4183,"25, 27"
4184,"25, 27"
4185,"25, 27"
4186,"25, 27"
4187,"25, 27"
4188,"25, 27"
4189,"25, 27"
4190,"25, 27"
4191,"25, 27"
4192,12
4193,12
4194,12
4195,12
4196,12
4197,12
4198,12
4199,12
4200,12
4201,12
4202,12
4203,"12, 17"
4204,"12, 17"
4205,"12, 17"
4206,"12, 17"
4207,"12, 17"
4208,"12, 17"
4209,"12, 17"
4210,"12, 17"
4211,"12, 17"
4212,"12, 17"
4213,"12, 17"
4214,"12, 66"
4215,"12, 66"
4216,"12, 66"
4217,"12, 66"
4218,"12, 66"
4219,"12, 66"
4220,"10, 17"
4221,"10, 17"
4222,"10, 17"
4223,"10, 17"
4224,"10, 17"
4225,"10, 17"
